ds	provider	cpc
2015-10-04	OlidayInn	348
2015-10-11	LalaLand	295
2015-10-05	LalaLand	104
2015-10-02	BobTheBuilder	152
2015-10-04	OlidayInn	303
2015-10-05	BobTheBuilder	397
2015-10-03	TravelGuys	126
2015-10-12	TravelGuys	330
2015-10-03	OlidayInn	293
2015-10-04	OlidayInn	242
2015-10-03	LalaLand	228
2015-10-12	BobTheBuilder	220
2015-10-05	LalaLand	265
2015-10-05	TravelGuys	465
2015-10-05	BobTheBuilder	210
2015-10-08	TravelGuys	405
2015-10-06	BobTheBuilder	405
2015-10-07	BobTheBuilder	482
2015-10-05	TravelGuys	427
2015-10-05	LalaLand	425
2015-10-01	TravelGuys	456
2015-10-03	LalaLand	218
2015-10-10	BobTheBuilder	191
2015-10-06	BobTheBuilder	458
2015-10-12	LalaLand	431
2015-10-03	BobTheBuilder	172
2015-10-05	LalaLand	282
2015-10-09	BobTheBuilder	364
2015-10-01	OlidayInn	136
2015-10-06	BobTheBuilder	451
2015-10-02	OlidayInn	476
2015-10-08	OlidayInn	113
2015-10-06	LalaLand	411
2015-10-08	OlidayInn	478
2015-10-05	OlidayInn	393
2015-10-03	TravelGuys	315
2015-10-05	TravelGuys	115
2015-10-08	TravelGuys	225
2015-10-04	BobTheBuilder	173
2015-10-04	OlidayInn	437
2015-10-01	OlidayInn	211
2015-10-09	LalaLand	299
2015-10-06	BobTheBuilder	446
2015-10-09	BobTheBuilder	386
2015-10-03	OlidayInn	447
2015-10-08	OlidayInn	258
2015-10-09	LalaLand	203
2015-10-10	OlidayInn	441
2015-10-12	OlidayInn	227
2015-10-05	LalaLand	282
2015-10-06	OlidayInn	173
2015-10-07	LalaLand	475
2015-10-05	BobTheBuilder	135
2015-10-08	LalaLand	308
2015-10-12	LalaLand	337
2015-10-11	BobTheBuilder	222
2015-10-12	BobTheBuilder	396
2015-10-09	TravelGuys	157
2015-10-10	LalaLand	324
2015-10-07	BobTheBuilder	112
2015-10-10	OlidayInn	269
2015-10-02	BobTheBuilder	241
2015-10-05	LalaLand	124
2015-10-07	OlidayInn	355
2015-10-05	OlidayInn	160
2015-10-08	BobTheBuilder	176
2015-10-06	BobTheBuilder	105
2015-10-09	LalaLand	373
2015-10-09	TravelGuys	476
2015-10-08	LalaLand	112
2015-10-10	OlidayInn	203
2015-10-06	TravelGuys	453
2015-10-02	TravelGuys	418
2015-10-07	OlidayInn	305
2015-10-07	LalaLand	461
2015-10-12	TravelGuys	341
2015-10-08	OlidayInn	281
2015-10-06	TravelGuys	314
2015-10-02	TravelGuys	406
2015-10-07	BobTheBuilder	148
2015-10-01	OlidayInn	205
2015-10-07	LalaLand	140
2015-10-08	BobTheBuilder	360
2015-10-02	OlidayInn	296
2015-10-08	OlidayInn	199
2015-10-11	LalaLand	180
2015-10-05	OlidayInn	424
2015-10-06	BobTheBuilder	244
2015-10-04	OlidayInn	306
2015-10-06	LalaLand	113
2015-10-08	OlidayInn	152
2015-10-06	TravelGuys	359
2015-10-10	LalaLand	411
2015-10-03	LalaLand	169
2015-10-08	BobTheBuilder	379
2015-10-12	OlidayInn	250
2015-10-04	LalaLand	478
2015-10-06	BobTheBuilder	245
2015-10-10	TravelGuys	444
2015-10-10	LalaLand	428
2015-10-12	BobTheBuilder	167
2015-10-07	OlidayInn	102
2015-10-08	LalaLand	187
2015-10-09	BobTheBuilder	471
2015-10-01	OlidayInn	123
2015-10-03	LalaLand	213
2015-10-10	TravelGuys	358
2015-10-12	OlidayInn	164
2015-10-05	OlidayInn	464
2015-10-04	OlidayInn	126
2015-10-07	OlidayInn	338
2015-10-07	OlidayInn	106
2015-10-07	TravelGuys	278
2015-10-12	OlidayInn	407
2015-10-01	BobTheBuilder	461
2015-10-04	TravelGuys	471
2015-10-02	OlidayInn	102
2015-10-03	OlidayInn	122
2015-10-02	BobTheBuilder	149
2015-10-05	BobTheBuilder	488
2015-10-10	OlidayInn	244
2015-10-01	BobTheBuilder	162
2015-10-07	OlidayInn	471
2015-10-06	LalaLand	477
2015-10-07	OlidayInn	156
2015-10-10	LalaLand	443
2015-10-06	BobTheBuilder	378
2015-10-10	TravelGuys	425
2015-10-11	OlidayInn	445
2015-10-09	BobTheBuilder	424
2015-10-02	OlidayInn	499
2015-10-04	TravelGuys	164
2015-10-12	OlidayInn	366
2015-10-01	BobTheBuilder	465
2015-10-08	TravelGuys	111
2015-10-03	TravelGuys	271
2015-10-06	TravelGuys	191
2015-10-01	BobTheBuilder	446
2015-10-06	OlidayInn	298
2015-10-05	BobTheBuilder	261
2015-10-06	BobTheBuilder	144
2015-10-09	TravelGuys	198
2015-10-04	TravelGuys	359
2015-10-01	TravelGuys	392
2015-10-06	OlidayInn	342
2015-10-09	BobTheBuilder	244
2015-10-02	LalaLand	349
2015-10-05	BobTheBuilder	108
2015-10-07	OlidayInn	471
2015-10-03	LalaLand	362
2015-10-03	LalaLand	221
2015-10-05	TravelGuys	479
2015-10-05	LalaLand	196
2015-10-08	BobTheBuilder	413
2015-10-10	LalaLand	490
2015-10-05	LalaLand	396
2015-10-11	TravelGuys	326
2015-10-10	TravelGuys	177
2015-10-06	BobTheBuilder	492
2015-10-02	BobTheBuilder	190
2015-10-12	BobTheBuilder	147
2015-10-12	LalaLand	120
2015-10-10	OlidayInn	184
2015-10-01	BobTheBuilder	278
2015-10-07	BobTheBuilder	284
2015-10-04	LalaLand	494
2015-10-04	TravelGuys	178
2015-10-03	TravelGuys	291
2015-10-05	TravelGuys	100
2015-10-09	LalaLand	283
2015-10-10	BobTheBuilder	335
2015-10-04	LalaLand	320
2015-10-08	OlidayInn	375
2015-10-09	LalaLand	174
2015-10-03	TravelGuys	148
2015-10-06	OlidayInn	497
2015-10-11	LalaLand	107
2015-10-05	LalaLand	266
2015-10-08	TravelGuys	471
2015-10-05	OlidayInn	271
2015-10-03	LalaLand	275
2015-10-05	OlidayInn	187
2015-10-08	LalaLand	200
2015-10-11	BobTheBuilder	430
2015-10-01	TravelGuys	258
2015-10-04	BobTheBuilder	337
2015-10-07	BobTheBuilder	470
2015-10-08	TravelGuys	290
2015-10-12	TravelGuys	337
2015-10-10	LalaLand	116
2015-10-11	LalaLand	300
2015-10-12	TravelGuys	249
2015-10-03	OlidayInn	164
2015-10-11	BobTheBuilder	295
2015-10-09	LalaLand	268
2015-10-05	TravelGuys	430
2015-10-08	BobTheBuilder	469
2015-10-02	LalaLand	290
2015-10-05	LalaLand	194
2015-10-09	OlidayInn	141
2015-10-05	LalaLand	135
2015-10-08	BobTheBuilder	141
2015-10-02	OlidayInn	175
2015-10-07	TravelGuys	451
2015-10-08	BobTheBuilder	433
2015-10-04	OlidayInn	366
2015-10-03	LalaLand	302
2015-10-04	BobTheBuilder	179
2015-10-09	LalaLand	110
2015-10-11	BobTheBuilder	359
2015-10-07	TravelGuys	238
2015-10-01	LalaLand	272
2015-10-06	BobTheBuilder	454
2015-10-03	BobTheBuilder	299
2015-10-11	TravelGuys	153
2015-10-01	TravelGuys	156
2015-10-07	OlidayInn	476
2015-10-06	OlidayInn	327
2015-10-12	BobTheBuilder	197
2015-10-02	TravelGuys	124
2015-10-04	TravelGuys	438
2015-10-08	OlidayInn	449
2015-10-06	LalaLand	458
2015-10-05	BobTheBuilder	214
2015-10-11	OlidayInn	235
2015-10-03	LalaLand	363
2015-10-11	LalaLand	319
2015-10-07	LalaLand	207
2015-10-12	TravelGuys	102
2015-10-03	BobTheBuilder	319
2015-10-06	OlidayInn	162
2015-10-08	TravelGuys	438
2015-10-12	OlidayInn	256
2015-10-01	BobTheBuilder	480
2015-10-06	OlidayInn	393
2015-10-04	TravelGuys	189
2015-10-08	LalaLand	377
2015-10-06	BobTheBuilder	467
2015-10-09	BobTheBuilder	308
2015-10-03	OlidayInn	237
2015-10-09	OlidayInn	203
2015-10-09	BobTheBuilder	479
2015-10-05	TravelGuys	138
2015-10-12	TravelGuys	441
2015-10-11	TravelGuys	396
2015-10-01	BobTheBuilder	322
2015-10-01	BobTheBuilder	382
2015-10-08	LalaLand	374
2015-10-12	TravelGuys	201
2015-10-08	TravelGuys	387
2015-10-12	LalaLand	464
2015-10-06	BobTheBuilder	175
2015-10-08	BobTheBuilder	322
2015-10-03	LalaLand	131
2015-10-03	TravelGuys	395
2015-10-04	TravelGuys	315
2015-10-09	TravelGuys	105
2015-10-08	LalaLand	448
2015-10-12	OlidayInn	106
2015-10-10	BobTheBuilder	445
2015-10-06	LalaLand	209
2015-10-10	LalaLand	268
2015-10-10	BobTheBuilder	125
2015-10-10	OlidayInn	136
2015-10-03	LalaLand	355
2015-10-04	TravelGuys	127
2015-10-07	BobTheBuilder	168
2015-10-02	BobTheBuilder	232
2015-10-11	OlidayInn	428
2015-10-08	TravelGuys	193
2015-10-11	LalaLand	409
2015-10-04	TravelGuys	400
2015-10-03	OlidayInn	352
2015-10-02	OlidayInn	267
2015-10-09	LalaLand	183
2015-10-07	LalaLand	445
2015-10-03	TravelGuys	363
2015-10-11	TravelGuys	480
2015-10-12	TravelGuys	104
2015-10-10	TravelGuys	262
2015-10-02	LalaLand	414
2015-10-05	OlidayInn	400
2015-10-03	LalaLand	439
2015-10-04	OlidayInn	286
2015-10-12	LalaLand	244
2015-10-10	BobTheBuilder	425
2015-10-12	LalaLand	343
2015-10-11	OlidayInn	121
2015-10-04	LalaLand	463
2015-10-04	LalaLand	291
2015-10-07	LalaLand	212
2015-10-03	TravelGuys	348
2015-10-12	BobTheBuilder	186
2015-10-06	BobTheBuilder	142
2015-10-08	LalaLand	189
2015-10-06	BobTheBuilder	423
2015-10-09	TravelGuys	200
2015-10-05	TravelGuys	330
2015-10-07	TravelGuys	133
2015-10-05	TravelGuys	254
2015-10-04	TravelGuys	384
2015-10-05	OlidayInn	374
2015-10-09	LalaLand	316
2015-10-12	LalaLand	282
2015-10-02	OlidayInn	292
2015-10-09	LalaLand	451
2015-10-06	BobTheBuilder	231
2015-10-06	BobTheBuilder	399
2015-10-06	LalaLand	162
2015-10-05	TravelGuys	310
2015-10-12	BobTheBuilder	359
2015-10-04	LalaLand	131
2015-10-06	TravelGuys	449
2015-10-05	BobTheBuilder	224
2015-10-09	BobTheBuilder	317
2015-10-02	LalaLand	172
2015-10-11	OlidayInn	327
2015-10-03	TravelGuys	385
2015-10-12	BobTheBuilder	267
2015-10-08	LalaLand	183
2015-10-03	OlidayInn	165
2015-10-02	OlidayInn	171
2015-10-08	OlidayInn	465
2015-10-01	OlidayInn	444
2015-10-05	BobTheBuilder	294
2015-10-02	LalaLand	151
2015-10-11	TravelGuys	290
2015-10-07	TravelGuys	221
2015-10-05	TravelGuys	453
2015-10-01	BobTheBuilder	173
2015-10-02	LalaLand	178
2015-10-12	TravelGuys	344
2015-10-12	TravelGuys	157
2015-10-10	BobTheBuilder	407
2015-10-06	LalaLand	421
2015-10-01	BobTheBuilder	269
2015-10-09	OlidayInn	266
2015-10-09	BobTheBuilder	305
2015-10-01	BobTheBuilder	297
2015-10-06	TravelGuys	153
2015-10-06	LalaLand	250
2015-10-11	LalaLand	170
2015-10-04	TravelGuys	268
2015-10-03	OlidayInn	454
2015-10-05	BobTheBuilder	389
2015-10-06	BobTheBuilder	253
2015-10-01	OlidayInn	102
2015-10-07	TravelGuys	312
2015-10-04	TravelGuys	122
2015-10-09	TravelGuys	378
2015-10-09	OlidayInn	166
2015-10-05	TravelGuys	372
2015-10-05	LalaLand	432
2015-10-02	OlidayInn	314
2015-10-06	OlidayInn	172
2015-10-06	LalaLand	168
2015-10-10	OlidayInn	255
2015-10-06	TravelGuys	379
2015-10-12	OlidayInn	402
2015-10-08	TravelGuys	348
2015-10-03	OlidayInn	100
2015-10-06	BobTheBuilder	455
2015-10-06	LalaLand	472
2015-10-09	TravelGuys	125
2015-10-01	BobTheBuilder	221
2015-10-06	OlidayInn	393
2015-10-03	OlidayInn	186
2015-10-02	BobTheBuilder	246
2015-10-10	BobTheBuilder	174
2015-10-08	LalaLand	201
2015-10-01	TravelGuys	404
2015-10-06	LalaLand	448
2015-10-03	LalaLand	116
2015-10-11	BobTheBuilder	371
2015-10-10	BobTheBuilder	495
2015-10-09	BobTheBuilder	183
2015-10-01	BobTheBuilder	194
2015-10-07	TravelGuys	175
2015-10-05	BobTheBuilder	290
2015-10-05	OlidayInn	467
2015-10-08	TravelGuys	331
2015-10-03	LalaLand	195
2015-10-12	OlidayInn	374
2015-10-05	BobTheBuilder	485
2015-10-03	LalaLand	166
2015-10-02	LalaLand	312
2015-10-01	OlidayInn	368
2015-10-10	BobTheBuilder	496
2015-10-12	TravelGuys	348
2015-10-07	LalaLand	137
2015-10-04	TravelGuys	428
2015-10-10	OlidayInn	188
2015-10-06	OlidayInn	281
2015-10-04	TravelGuys	364
2015-10-02	BobTheBuilder	378
2015-10-08	LalaLand	195
2015-10-09	BobTheBuilder	172
2015-10-01	BobTheBuilder	120
2015-10-03	LalaLand	239
2015-10-11	BobTheBuilder	196
2015-10-06	BobTheBuilder	199
2015-10-06	BobTheBuilder	267
2015-10-03	BobTheBuilder	263
2015-10-05	LalaLand	309
2015-10-10	TravelGuys	496
2015-10-03	LalaLand	381
2015-10-02	OlidayInn	357
2015-10-06	OlidayInn	280
2015-10-02	TravelGuys	145
2015-10-06	TravelGuys	125
2015-10-12	TravelGuys	405
2015-10-09	BobTheBuilder	375
2015-10-08	LalaLand	460
2015-10-10	OlidayInn	305
2015-10-05	LalaLand	100
2015-10-02	TravelGuys	132
2015-10-11	LalaLand	252
2015-10-09	LalaLand	315
2015-10-06	OlidayInn	129
2015-10-06	TravelGuys	390
2015-10-12	OlidayInn	111
2015-10-06	OlidayInn	437
2015-10-03	OlidayInn	283
2015-10-02	LalaLand	352
2015-10-08	TravelGuys	157
2015-10-10	LalaLand	278
2015-10-09	LalaLand	189
2015-10-12	OlidayInn	399
2015-10-04	LalaLand	135
2015-10-08	TravelGuys	298
2015-10-12	LalaLand	204
2015-10-08	LalaLand	385
2015-10-03	BobTheBuilder	321
2015-10-02	BobTheBuilder	440
2015-10-02	OlidayInn	227
2015-10-05	LalaLand	351
2015-10-06	OlidayInn	299
2015-10-10	OlidayInn	238
2015-10-12	TravelGuys	496
2015-10-09	TravelGuys	227
2015-10-03	OlidayInn	422
2015-10-07	BobTheBuilder	251
2015-10-11	BobTheBuilder	203
2015-10-02	BobTheBuilder	264
2015-10-10	OlidayInn	297
2015-10-07	OlidayInn	129
2015-10-07	TravelGuys	226
2015-10-10	OlidayInn	406
2015-10-10	TravelGuys	148
2015-10-05	TravelGuys	148
2015-10-11	TravelGuys	416
2015-10-12	BobTheBuilder	490
2015-10-12	BobTheBuilder	406
2015-10-07	OlidayInn	460
2015-10-04	OlidayInn	381
2015-10-03	LalaLand	161
2015-10-12	LalaLand	461
2015-10-03	TravelGuys	220
2015-10-03	OlidayInn	446
2015-10-12	LalaLand	160
2015-10-11	BobTheBuilder	494
2015-10-02	TravelGuys	454
2015-10-03	BobTheBuilder	273
2015-10-04	TravelGuys	324
2015-10-01	TravelGuys	354
2015-10-02	OlidayInn	431
2015-10-06	BobTheBuilder	114
2015-10-09	LalaLand	195
2015-10-10	LalaLand	327
2015-10-01	OlidayInn	222
2015-10-12	OlidayInn	492
2015-10-10	BobTheBuilder	267
2015-10-04	TravelGuys	176
2015-10-07	TravelGuys	105
2015-10-04	BobTheBuilder	182
2015-10-10	OlidayInn	263
2015-10-06	BobTheBuilder	276
2015-10-09	LalaLand	342
2015-10-05	TravelGuys	380
2015-10-01	OlidayInn	260
2015-10-04	TravelGuys	117
2015-10-06	TravelGuys	497
2015-10-10	BobTheBuilder	165
2015-10-10	BobTheBuilder	227
2015-10-09	TravelGuys	411
2015-10-07	OlidayInn	261
2015-10-02	LalaLand	182
2015-10-05	OlidayInn	497
2015-10-11	LalaLand	138
2015-10-11	LalaLand	126
2015-10-11	OlidayInn	405
2015-10-02	LalaLand	149
2015-10-01	TravelGuys	487
2015-10-12	TravelGuys	163
2015-10-02	OlidayInn	446
2015-10-06	OlidayInn	301
2015-10-10	LalaLand	487
2015-10-01	BobTheBuilder	489
2015-10-11	LalaLand	270
2015-10-01	LalaLand	431
2015-10-07	OlidayInn	313
2015-10-10	BobTheBuilder	344
2015-10-11	OlidayInn	263
2015-10-05	OlidayInn	378
2015-10-01	BobTheBuilder	498
2015-10-10	LalaLand	466
2015-10-03	TravelGuys	424
2015-10-03	BobTheBuilder	174
2015-10-04	LalaLand	253
2015-10-03	OlidayInn	153
2015-10-04	OlidayInn	107
2015-10-08	TravelGuys	431
2015-10-08	OlidayInn	175
2015-10-08	OlidayInn	232
2015-10-11	TravelGuys	211
2015-10-09	LalaLand	113
2015-10-04	BobTheBuilder	483
2015-10-08	TravelGuys	199
2015-10-02	BobTheBuilder	431
2015-10-11	BobTheBuilder	396
2015-10-04	LalaLand	207
2015-10-01	TravelGuys	221
2015-10-06	LalaLand	445
2015-10-03	OlidayInn	101
2015-10-04	OlidayInn	286
2015-10-07	OlidayInn	388
2015-10-01	OlidayInn	449
2015-10-09	BobTheBuilder	213
2015-10-08	BobTheBuilder	368
2015-10-04	OlidayInn	460
2015-10-02	TravelGuys	489
2015-10-04	BobTheBuilder	389
2015-10-02	OlidayInn	467
2015-10-09	OlidayInn	294
2015-10-08	BobTheBuilder	181
2015-10-11	TravelGuys	355
2015-10-03	OlidayInn	240
2015-10-09	TravelGuys	397
2015-10-09	TravelGuys	392
2015-10-08	TravelGuys	462
2015-10-06	LalaLand	280
2015-10-12	TravelGuys	161
2015-10-05	OlidayInn	381
2015-10-06	BobTheBuilder	260
2015-10-03	BobTheBuilder	169
2015-10-08	BobTheBuilder	455
2015-10-11	TravelGuys	368
2015-10-12	OlidayInn	268
2015-10-05	LalaLand	181
2015-10-05	LalaLand	426
2015-10-04	LalaLand	188
2015-10-05	BobTheBuilder	274
2015-10-02	LalaLand	437
2015-10-06	LalaLand	212
2015-10-01	TravelGuys	252
2015-10-05	LalaLand	220
2015-10-06	OlidayInn	382
2015-10-08	BobTheBuilder	364
2015-10-09	BobTheBuilder	436
2015-10-10	LalaLand	418
2015-10-03	LalaLand	286
2015-10-08	BobTheBuilder	393
2015-10-02	OlidayInn	352
2015-10-12	OlidayInn	206
2015-10-07	OlidayInn	119
2015-10-11	TravelGuys	327
2015-10-05	BobTheBuilder	230
2015-10-04	BobTheBuilder	350
2015-10-12	LalaLand	362
2015-10-10	TravelGuys	147
2015-10-04	LalaLand	416
2015-10-01	BobTheBuilder	475
2015-10-02	OlidayInn	457
2015-10-03	LalaLand	451
2015-10-10	BobTheBuilder	359
2015-10-09	LalaLand	292
2015-10-02	LalaLand	166
2015-10-11	BobTheBuilder	244
2015-10-02	TravelGuys	370
2015-10-04	TravelGuys	331
2015-10-10	OlidayInn	245
2015-10-05	BobTheBuilder	357
2015-10-07	LalaLand	478
2015-10-04	LalaLand	293
2015-10-05	OlidayInn	194
2015-10-03	OlidayInn	295
2015-10-12	BobTheBuilder	128
2015-10-05	LalaLand	448
2015-10-09	OlidayInn	320
2015-10-12	BobTheBuilder	251
2015-10-10	LalaLand	295
2015-10-12	OlidayInn	400
2015-10-06	OlidayInn	305
2015-10-03	TravelGuys	247
2015-10-01	TravelGuys	157
2015-10-12	LalaLand	478
2015-10-11	OlidayInn	240
2015-10-03	TravelGuys	272
2015-10-11	BobTheBuilder	154
2015-10-08	BobTheBuilder	146
2015-10-02	LalaLand	466
2015-10-03	TravelGuys	201
2015-10-05	TravelGuys	139
2015-10-03	BobTheBuilder	416
2015-10-03	TravelGuys	145
2015-10-11	LalaLand	483
2015-10-03	OlidayInn	266
2015-10-10	OlidayInn	442
2015-10-08	OlidayInn	238
2015-10-04	LalaLand	206
2015-10-12	LalaLand	114
2015-10-06	LalaLand	299
2015-10-10	TravelGuys	373
2015-10-04	BobTheBuilder	399
2015-10-10	TravelGuys	407
2015-10-03	LalaLand	199
2015-10-06	LalaLand	399
2015-10-10	OlidayInn	291
2015-10-04	TravelGuys	329
2015-10-04	BobTheBuilder	315
2015-10-09	LalaLand	332
2015-10-03	LalaLand	380
2015-10-01	BobTheBuilder	479
2015-10-02	BobTheBuilder	306
2015-10-07	TravelGuys	360
2015-10-07	LalaLand	223
2015-10-03	BobTheBuilder	402
2015-10-11	OlidayInn	147
2015-10-01	OlidayInn	258
2015-10-01	LalaLand	240
2015-10-07	OlidayInn	408
2015-10-08	TravelGuys	107
2015-10-02	TravelGuys	481
2015-10-10	BobTheBuilder	444
2015-10-08	OlidayInn	228
2015-10-04	TravelGuys	147
2015-10-02	OlidayInn	209
2015-10-10	TravelGuys	452
2015-10-10	TravelGuys	460
2015-10-09	LalaLand	294
2015-10-05	OlidayInn	362
2015-10-03	BobTheBuilder	265
2015-10-09	LalaLand	114
2015-10-06	LalaLand	417
2015-10-01	OlidayInn	261
2015-10-06	OlidayInn	224
2015-10-03	BobTheBuilder	288
2015-10-07	BobTheBuilder	195
2015-10-02	TravelGuys	283
2015-10-06	BobTheBuilder	107
2015-10-08	TravelGuys	297
2015-10-10	TravelGuys	490
2015-10-07	BobTheBuilder	181
2015-10-02	OlidayInn	284
2015-10-05	LalaLand	297
2015-10-09	TravelGuys	191
2015-10-06	BobTheBuilder	325
2015-10-06	TravelGuys	214
2015-10-06	TravelGuys	487
2015-10-06	TravelGuys	309
2015-10-10	OlidayInn	219
2015-10-09	OlidayInn	149
2015-10-12	TravelGuys	465
2015-10-01	LalaLand	308
2015-10-06	LalaLand	122
2015-10-11	BobTheBuilder	132
2015-10-12	OlidayInn	318
2015-10-05	BobTheBuilder	230
2015-10-08	TravelGuys	340
2015-10-07	LalaLand	330
2015-10-04	OlidayInn	170
2015-10-03	LalaLand	287
2015-10-10	BobTheBuilder	117
2015-10-11	TravelGuys	496
2015-10-05	TravelGuys	406
2015-10-05	BobTheBuilder	210
2015-10-08	LalaLand	156
2015-10-12	BobTheBuilder	351
2015-10-12	BobTheBuilder	400
2015-10-08	LalaLand	143
2015-10-09	LalaLand	106
2015-10-12	LalaLand	265
2015-10-07	TravelGuys	145
2015-10-06	OlidayInn	175
2015-10-05	OlidayInn	216
2015-10-10	LalaLand	496
2015-10-06	OlidayInn	249
2015-10-04	BobTheBuilder	224
2015-10-02	OlidayInn	205
2015-10-09	LalaLand	322
2015-10-11	LalaLand	367
2015-10-06	OlidayInn	245
2015-10-07	OlidayInn	277
2015-10-09	OlidayInn	254
2015-10-07	OlidayInn	428
2015-10-05	BobTheBuilder	154
2015-10-10	TravelGuys	478
2015-10-07	LalaLand	267
2015-10-08	OlidayInn	473
2015-10-05	LalaLand	472
2015-10-12	BobTheBuilder	113
2015-10-07	TravelGuys	302
2015-10-10	LalaLand	425
2015-10-03	LalaLand	179
2015-10-02	LalaLand	458
2015-10-05	LalaLand	150
2015-10-02	BobTheBuilder	403
2015-10-06	OlidayInn	155
2015-10-11	OlidayInn	392
2015-10-07	LalaLand	490
2015-10-01	LalaLand	360
2015-10-06	BobTheBuilder	318
2015-10-09	BobTheBuilder	199
2015-10-08	LalaLand	120
2015-10-08	BobTheBuilder	119
2015-10-07	LalaLand	471
2015-10-11	LalaLand	289
2015-10-11	TravelGuys	487
2015-10-12	BobTheBuilder	376
2015-10-02	OlidayInn	346
2015-10-09	LalaLand	272
2015-10-07	TravelGuys	495
2015-10-07	TravelGuys	202
2015-10-12	BobTheBuilder	462
2015-10-08	LalaLand	476
2015-10-07	TravelGuys	142
2015-10-11	LalaLand	472
2015-10-01	TravelGuys	303
2015-10-11	OlidayInn	308
2015-10-02	OlidayInn	477
2015-10-04	OlidayInn	298
2015-10-04	OlidayInn	128
2015-10-12	LalaLand	179
2015-10-11	LalaLand	292
2015-10-01	OlidayInn	448
2015-10-05	TravelGuys	263
2015-10-02	OlidayInn	273
2015-10-08	BobTheBuilder	152
2015-10-03	LalaLand	483
2015-10-08	TravelGuys	122
2015-10-11	TravelGuys	463
2015-10-08	TravelGuys	186
2015-10-07	BobTheBuilder	242
2015-10-10	TravelGuys	456
2015-10-05	TravelGuys	267
2015-10-07	LalaLand	329
2015-10-12	TravelGuys	224
2015-10-09	LalaLand	426
2015-10-07	OlidayInn	460
2015-10-03	OlidayInn	217
2015-10-06	LalaLand	178
2015-10-04	LalaLand	210
2015-10-06	TravelGuys	425
2015-10-10	LalaLand	247
2015-10-11	TravelGuys	464
2015-10-06	TravelGuys	257
2015-10-12	TravelGuys	359
2015-10-01	TravelGuys	247
2015-10-03	LalaLand	401
2015-10-01	LalaLand	117
2015-10-09	OlidayInn	251
2015-10-05	TravelGuys	194
2015-10-04	OlidayInn	343
2015-10-02	BobTheBuilder	133
2015-10-02	LalaLand	239
2015-10-05	TravelGuys	149
2015-10-08	BobTheBuilder	280
2015-10-06	TravelGuys	468
2015-10-09	OlidayInn	266
2015-10-04	BobTheBuilder	427
2015-10-05	TravelGuys	243
2015-10-01	BobTheBuilder	279
2015-10-01	BobTheBuilder	172
2015-10-09	LalaLand	190
2015-10-05	LalaLand	205
2015-10-09	TravelGuys	430
2015-10-06	TravelGuys	366
2015-10-05	TravelGuys	358
2015-10-10	TravelGuys	489
2015-10-04	BobTheBuilder	485
2015-10-02	OlidayInn	218
2015-10-03	OlidayInn	495
2015-10-12	BobTheBuilder	336
2015-10-10	TravelGuys	215
2015-10-03	TravelGuys	446
2015-10-09	TravelGuys	342
2015-10-03	BobTheBuilder	255
2015-10-06	LalaLand	214
2015-10-11	BobTheBuilder	425
2015-10-08	BobTheBuilder	289
2015-10-11	BobTheBuilder	430
2015-10-06	OlidayInn	419
2015-10-05	BobTheBuilder	397
2015-10-11	BobTheBuilder	273
2015-10-05	TravelGuys	225
2015-10-06	BobTheBuilder	200
2015-10-08	TravelGuys	165
2015-10-05	OlidayInn	159
2015-10-03	BobTheBuilder	371
2015-10-03	TravelGuys	405
2015-10-04	TravelGuys	415
2015-10-09	TravelGuys	205
2015-10-08	BobTheBuilder	172
2015-10-02	LalaLand	180
2015-10-11	LalaLand	263
2015-10-07	BobTheBuilder	335
2015-10-06	BobTheBuilder	435
2015-10-06	LalaLand	169
2015-10-07	TravelGuys	212
2015-10-01	LalaLand	428
2015-10-02	LalaLand	412
2015-10-04	OlidayInn	474
2015-10-07	LalaLand	377
2015-10-09	TravelGuys	265
2015-10-12	OlidayInn	162
2015-10-04	BobTheBuilder	222
2015-10-10	BobTheBuilder	465
2015-10-11	LalaLand	248
2015-10-12	OlidayInn	103
2015-10-05	LalaLand	350
2015-10-09	OlidayInn	462
2015-10-08	LalaLand	319
2015-10-02	OlidayInn	254
2015-10-03	BobTheBuilder	281
2015-10-01	BobTheBuilder	111
2015-10-01	OlidayInn	319
2015-10-03	OlidayInn	222
2015-10-07	TravelGuys	462
2015-10-04	TravelGuys	335
2015-10-07	BobTheBuilder	266
2015-10-12	LalaLand	120
2015-10-11	LalaLand	478
2015-10-05	LalaLand	114
2015-10-09	LalaLand	325
2015-10-01	TravelGuys	140
2015-10-08	LalaLand	119
2015-10-11	BobTheBuilder	367
2015-10-02	OlidayInn	261
2015-10-01	LalaLand	357
2015-10-04	OlidayInn	204
2015-10-05	OlidayInn	182
2015-10-04	LalaLand	415
2015-10-07	BobTheBuilder	421
2015-10-02	TravelGuys	384
2015-10-05	TravelGuys	118
2015-10-12	LalaLand	137
2015-10-03	LalaLand	129
2015-10-11	OlidayInn	199
2015-10-11	BobTheBuilder	173
2015-10-04	OlidayInn	407
2015-10-09	BobTheBuilder	311
2015-10-10	LalaLand	293
2015-10-09	LalaLand	224
2015-10-08	LalaLand	329
2015-10-07	BobTheBuilder	425
2015-10-05	OlidayInn	430
2015-10-06	OlidayInn	106
2015-10-04	TravelGuys	284
2015-10-03	TravelGuys	115
2015-10-03	OlidayInn	320
2015-10-08	OlidayInn	382
2015-10-09	BobTheBuilder	270
